"id","name","age","rating","value","wage","nationality","photo"
225636,"L. Boeder",21,67,9e+05,3000,"Germany","https://cdn.sofifa.org/players/4/19/225636.png"
231524,"T. Pochettino",22,67,1100000,7000,"Argentina","https://cdn.sofifa.org/players/4/19/231524.png"
176996,"A. Robic",32,67,6e+05,3000,"France","https://cdn.sofifa.org/players/4/19/176996.png"
242021,"E. Nazaryna",20,67,1200000,3000,"Ukraine","https://cdn.sofifa.org/players/4/19/242021.png"
242533,"J. Cascante",24,67,875000,2000,"Costa Rica","https://cdn.sofifa.org/players/4/19/242533.png"
190821,"A. Ibrahim",27,67,850000,2000,"Norway","https://cdn.sofifa.org/players/4/19/190821.png"
194149,"F. Ulvestad",26,67,925000,3000,"Norway","https://cdn.sofifa.org/players/4/19/194149.png"
205926,"C. ?avlan",26,67,750000,3000,"Netherlands","https://cdn.sofifa.org/players/4/19/205926.png"
218214,"F. Ben Youssef",27,67,825000,11000,"Tunisia","https://cdn.sofifa.org/players/4/19/218214.png"
230758,"M. Pu?ko",24,67,1e+06,2000,"Slovenia","https://cdn.sofifa.org/players/4/19/230758.png"
178022,"C. G?nen",30,67,5e+05,3000,"Turkey","https://cdn.sofifa.org/players/4/19/178022.png"
194150,"S. Moore",28,67,525000,4000,"England","https://cdn.sofifa.org/players/4/19/194150.png"
190311,"L. Taylor",28,67,8e+05,5000,"Montserrat","https://cdn.sofifa.org/players/4/19/190311.png"
204136,"M. de Leeuw",31,67,675000,3000,"Netherlands","https://cdn.sofifa.org/players/4/19/204136.png"
210536,"A. Ngamukol",30,67,725000,7000,"DR Congo","https://cdn.sofifa.org/players/4/19/210536.png"
226408,"F. Brand?n",28,67,775000,6000,"Argentina","https://cdn.sofifa.org/players/4/19/226408.png"
243304,"Zubiaurre",21,67,850000,4000,"Spain","https://cdn.sofifa.org/players/4/19/243304.png"
173673,"S. Quinn",32,67,575000,4000,"Republic of Ireland","https://cdn.sofifa.org/players/4/19/173673.png"
197226,"S. Bertram",27,67,825000,3000,"Germany","https://cdn.sofifa.org/players/4/19/197226.png"
198250,"Z. Korcsm?r",29,67,6e+05,7000,"Hungary","https://cdn.sofifa.org/players/4/19/198250.png"
52842,"Camacho",37,67,260000,6000,"Spain","https://cdn.sofifa.org/players/4/19/52842.png"
190058,"D. Sorgi?",28,67,8e+05,6000,"Serbia","https://cdn.sofifa.org/players/4/19/190058.png"
191083,"P. Mortensen",28,67,8e+05,2000,"Denmark","https://cdn.sofifa.org/players/4/19/191083.png"
205676,"Tekio",27,67,625000,3000,"Spain","https://cdn.sofifa.org/players/4/19/205676.png"
211820,"P. Ofosu-Ayeh",26,67,725000,18000,"Ghana","https://cdn.sofifa.org/players/4/19/211820.png"
215148,"M. B?ttolo",28,67,6e+05,6000,"Argentina","https://cdn.sofifa.org/players/4/19/215148.png"
177772,"B. Djiby Fall",33,67,475000,4000,"Senegal","https://cdn.sofifa.org/players/4/19/177772.png"
228205,"D. Cardoso",29,67,6e+05,1000,"South Africa","https://cdn.sofifa.org/players/4/19/228205.png"
165485,"J. Demetriou",30,67,550000,4000,"Cyprus","https://cdn.sofifa.org/players/4/19/165485.png"
241261,"Ilhamjan Iminjan",32,67,6e+05,5000,"China PR","https://cdn.sofifa.org/players/4/19/241261.png"
194669,"M. Ritzmaier",25,67,950000,5000,"Austria","https://cdn.sofifa.org/players/4/19/194669.png"
231022,"C. Dell'Orco",24,67,875000,12000,"Italy","https://cdn.sofifa.org/players/4/19/231022.png"
205423,"H. Shala",26,67,950000,2000,"Norway","https://cdn.sofifa.org/players/4/19/205423.png"
213615,"R. Williams",26,67,0,0,"South Africa","https://cdn.sofifa.org/players/4/19/213615.png"
219759,"S. Molina",26,67,9e+05,2000,"Italy","https://cdn.sofifa.org/players/4/19/219759.png"
222319,"J. ?ngulo",22,67,1100000,1000,"Colombia","https://cdn.sofifa.org/players/4/19/222319.png"
225391,"F. Guich?n",27,67,8e+05,2000,"Uruguay","https://cdn.sofifa.org/players/4/19/225391.png"
235887,"G. Tormin",20,67,1300000,14000,"France","https://cdn.sofifa.org/players/4/19/235887.png"
226416,"R. Noya",28,67,625000,3000,"Argentina","https://cdn.sofifa.org/players/4/19/226416.png"
230768,"L. Clemenza",20,67,1200000,19000,"Italy","https://cdn.sofifa.org/players/4/19/230768.png"
237424,"Paik Seung Ho",21,67,1200000,7000,"Korea Republic","https://cdn.sofifa.org/players/4/19/237424.png"
239728,"L. Wolszty?ski",23,67,1100000,2000,"Poland","https://cdn.sofifa.org/players/4/19/239728.png"
211825,"P. G?bel",24,67,950000,3000,"Germany","https://cdn.sofifa.org/players/4/19/211825.png"
240753,"A. Gouiri",18,67,1600000,10000,"France","https://cdn.sofifa.org/players/4/19/240753.png"
182897,"S. Bruzzese",29,67,6e+05,4000,"Belgium","https://cdn.sofifa.org/players/4/19/182897.png"
220786,"M. Njie",22,67,1100000,2000,"Norway","https://cdn.sofifa.org/players/4/19/220786.png"
238450,"S. Raggett",24,67,9e+05,8000,"England","https://cdn.sofifa.org/players/4/19/238450.png"
211827,"P. Klewin",24,67,750000,3000,"Germany","https://cdn.sofifa.org/players/4/19/211827.png"
213107,"G. ?ucudean",27,67,0,0,"Romania","https://cdn.sofifa.org/players/4/19/213107.png"
164467,"J. Ward",32,67,6e+05,17000,"Northern Ireland","https://cdn.sofifa.org/players/4/19/164467.png"
241011,"S. Jovanovi?",26,67,9e+05,4000,"Serbia","https://cdn.sofifa.org/players/4/19/241011.png"
180339,"N. Schouterden",29,67,750000,5000,"Belgium","https://cdn.sofifa.org/players/4/19/180339.png"
212340,"S. Wannenwetsch",26,67,775000,2000,"Germany","https://cdn.sofifa.org/players/4/19/212340.png"
225908,"R. Oxford",19,67,1300000,9000,"England","https://cdn.sofifa.org/players/4/19/225908.png"
227700,"R. Gelmi",23,67,1100000,4000,"Switzerland","https://cdn.sofifa.org/players/4/19/227700.png"
233588,"Elgezabal",25,67,825000,7000,"Spain","https://cdn.sofifa.org/players/4/19/233588.png"
183412,"C. Schorch",29,67,6e+05,3000,"Germany","https://cdn.sofifa.org/players/4/19/183412.png"
183924,"F. Migliore",30,67,550000,2000,"Italy","https://cdn.sofifa.org/players/4/19/183924.png"
11381,"M. Gilks",36,67,1e+05,2000,"Scotland","https://cdn.sofifa.org/players/4/19/11381.png"
230261,"Renan Tojeiras",34,67,230000,5000,"Brazil","https://cdn.sofifa.org/players/4/19/230261.png"
237429,"G. Miura",23,67,1e+06,4000,"Japan","https://cdn.sofifa.org/players/4/19/237429.png"
145014,"Juande",31,67,525000,2000,"Spain","https://cdn.sofifa.org/players/4/19/145014.png"
214390,"H. Rojas",30,67,7e+05,2000,"Colombia","https://cdn.sofifa.org/players/4/19/214390.png"
230262,"Nuno Cedrim",26,67,825000,5000,"Brazil","https://cdn.sofifa.org/players/4/19/230262.png"
235126,"F. Orlando",21,67,1400000,2000,"Italy","https://cdn.sofifa.org/players/4/19/235126.png"
118646,"I. Henderson",33,67,475000,3000,"England","https://cdn.sofifa.org/players/4/19/118646.png"
201847,"L. Bostyn",24,67,7e+05,3000,"Belgium","https://cdn.sofifa.org/players/4/19/201847.png"
213367,"L. Abergel",25,67,825000,3000,"France","https://cdn.sofifa.org/players/4/19/213367.png"
218743,"A. Zapata",23,67,1100000,1000,"Colombia","https://cdn.sofifa.org/players/4/19/218743.png"
190583,"M. Smith",26,67,9e+05,12000,"England","https://cdn.sofifa.org/players/4/19/190583.png"
135032,"N. Zimling",33,67,450000,5000,"Denmark","https://cdn.sofifa.org/players/4/19/135032.png"
222328,"J. Bager",21,67,925000,3000,"Denmark","https://cdn.sofifa.org/players/4/19/222328.png"
244344,"G. Masouras",21,67,9e+05,1000,"Greece","https://cdn.sofifa.org/players/4/19/244344.png"
134777,"G. Bourillon",34,67,230000,2000,"France","https://cdn.sofifa.org/players/4/19/134777.png"
233849,"A. D'Alberto",23,67,850000,2000,"Belgium","https://cdn.sofifa.org/players/4/19/233849.png"
212346,"Lee Seok Hyun",28,67,750000,3000,"Korea Republic","https://cdn.sofifa.org/players/4/19/212346.png"
221050,"W. Francis",27,67,625000,3000,"Costa Rica","https://cdn.sofifa.org/players/4/19/221050.png"
223354,"B. V?t?jelu",25,67,950000,1000,"Romania","https://cdn.sofifa.org/players/4/19/223354.png"
224378,"M. Bani",24,67,875000,5000,"Italy","https://cdn.sofifa.org/players/4/19/224378.png"
238970,"N. Butzen",25,67,925000,5000,"Germany","https://cdn.sofifa.org/players/4/19/238970.png"
243834,"L. Ili?",18,67,1300000,15000,"Serbia","https://cdn.sofifa.org/players/4/19/243834.png"
192890,"E. Trejo",28,67,750000,4000,"Mexico","https://cdn.sofifa.org/players/4/19/192890.png"
198011,"T. Eaves",26,67,9e+05,4000,"England","https://cdn.sofifa.org/players/4/19/198011.png"
211067,"D. Del Fabro",23,67,875000,20000,"Italy","https://cdn.sofifa.org/players/4/19/211067.png"
211323,"Pol Garc?a",23,67,9e+05,4000,"Spain","https://cdn.sofifa.org/players/4/19/211323.png"
222587,"F. Escobar",23,67,9e+05,2000,"Argentina","https://cdn.sofifa.org/players/4/19/222587.png"
224123,"D. Agazzi",25,67,950000,8000,"Italy","https://cdn.sofifa.org/players/4/19/224123.png"
165243,"C. Cambon",31,67,525000,2000,"France","https://cdn.sofifa.org/players/4/19/165243.png"
239483,"A. Tembeng",26,67,8e+05,2000,"Cameroon","https://cdn.sofifa.org/players/4/19/239483.png"
240507,"A. Gomes",17,67,1500000,15000,"England","https://cdn.sofifa.org/players/4/19/240507.png"
230268,"Estev?tinho",26,67,825000,9000,"Brazil","https://cdn.sofifa.org/players/4/19/230268.png"
213117,"S. Lex",28,67,775000,3000,"Germany","https://cdn.sofifa.org/players/4/19/213117.png"
228221,"Bernab?",25,67,750000,2000,"Spain","https://cdn.sofifa.org/players/4/19/228221.png"
232573,"K. Matsubara",25,67,850000,2000,"Japan","https://cdn.sofifa.org/players/4/19/232573.png"
236669,"E. Purita",21,67,1500000,5000,"Argentina","https://cdn.sofifa.org/players/4/19/236669.png"
243581,"S. Guri",24,67,1e+06,5000,"Albania","https://cdn.sofifa.org/players/4/19/243581.png"
244605,"C. Albanis",23,67,1e+06,1000,"Greece","https://cdn.sofifa.org/players/4/19/244605.png"
215422,"F. Holthaus",23,67,950000,1000,"Germany","https://cdn.sofifa.org/players/4/19/215422.png"
226431,"L. da Silva Lopes",19,67,1300000,8000,"Portugal","https://cdn.sofifa.org/players/4/19/226431.png"
170879,"S. MacDonald",30,67,575000,16000,"Wales","https://cdn.sofifa.org/players/4/19/170879.png"
173695,"M. Reynolds",31,67,525000,3000,"Scotland","https://cdn.sofifa.org/players/4/19/173695.png"
190079,"M. Janota",27,67,8e+05,2000,"Poland","https://cdn.sofifa.org/players/4/19/190079.png"
221824,"Piao Cheng",28,67,750000,7000,"China PR","https://cdn.sofifa.org/players/4/19/221824.png"
223104,"M. McNulty",25,67,950000,12000,"Scotland","https://cdn.sofifa.org/players/4/19/223104.png"
229248,"Alan Schons",25,67,950000,2000,"Brazil","https://cdn.sofifa.org/players/4/19/229248.png"
241025,"L. Heredia",21,67,1100000,4000,"Argentina","https://cdn.sofifa.org/players/4/19/241025.png"
183425,"T. Elliott",27,67,825000,6000,"England","https://cdn.sofifa.org/players/4/19/183425.png"
191105,"R. Lundstr?m",28,67,6e+05,3000,"Sweden","https://cdn.sofifa.org/players/4/19/191105.png"
206210,"S. Ganz",24,67,1e+06,2000,"Italy","https://cdn.sofifa.org/players/4/19/206210.png"
243586,"A. El Kaabi",25,67,1e+06,6000,"Morocco","https://cdn.sofifa.org/players/4/19/243586.png"
198019,"P. Testroet",27,67,825000,3000,"Germany","https://cdn.sofifa.org/players/4/19/198019.png"
205443,"S. Benyamina",28,67,8e+05,3000,"Germany","https://cdn.sofifa.org/players/4/19/205443.png"
214915,"C. Sep?lveda",26,67,850000,2000,"Chile","https://cdn.sofifa.org/players/4/19/214915.png"
219779,"E. Assifuah",24,67,975000,3000,"Ghana","https://cdn.sofifa.org/players/4/19/219779.png"
161667,"L. Robles",31,67,525000,3000,"Mexico","https://cdn.sofifa.org/players/4/19/161667.png"
230019,"V. N'Simba",24,67,8e+05,2000,"DR Congo","https://cdn.sofifa.org/players/4/19/230019.png"
238979,"C. Handke",29,67,6e+05,5000,"Germany","https://cdn.sofifa.org/players/4/19/238979.png"
239747,"S. C?rdova",20,67,1300000,7000,"Venezuela","https://cdn.sofifa.org/players/4/19/239747.png"
192643,"K. Kratz",31,67,675000,3000,"Germany","https://cdn.sofifa.org/players/4/19/192643.png"
212100,"M. Lowe",21,67,1100000,9000,"England","https://cdn.sofifa.org/players/4/19/212100.png"
219780,"Claude Gon?alves",24,67,850000,3000,"Portugal","https://cdn.sofifa.org/players/4/19/219780.png"
186756,"D. Swanson",31,67,675000,3000,"Scotland","https://cdn.sofifa.org/players/4/19/186756.png"
199813,"G. Trauner",26,67,850000,4000,"Austria","https://cdn.sofifa.org/players/4/19/199813.png"
136069,"Accioly",37,67,1e+05,2000,"Brazil","https://cdn.sofifa.org/players/4/19/136069.png"
214661,"G. I??guez",24,67,1e+06,8000,"Argentina","https://cdn.sofifa.org/players/4/19/214661.png"
223877,"D. Furlong",22,67,9e+05,3000,"England","https://cdn.sofifa.org/players/4/19/223877.png"
224389,"J. Larsson",21,67,1300000,2000,"Sweden","https://cdn.sofifa.org/players/4/19/224389.png"
230789,"Matheus ?ndio",22,67,1100000,3000,"Brazil","https://cdn.sofifa.org/players/4/19/230789.png"
189573,"Guarrotxena",25,67,9e+05,3000,"Spain","https://cdn.sofifa.org/players/4/19/189573.png"
204422,"D. McGowan",26,67,750000,2000,"Australia","https://cdn.sofifa.org/players/4/19/204422.png"
205190,"B. Sankoh",26,67,8e+05,7000,"Guinea","https://cdn.sofifa.org/players/4/19/205190.png"
152454,"G. Evans",30,67,725000,4000,"England","https://cdn.sofifa.org/players/4/19/152454.png"
217990,"J. G?mez",27,67,7e+05,2000,"Argentina","https://cdn.sofifa.org/players/4/19/217990.png"
224134,"A. M?rquez",26,67,725000,3000,"Chile","https://cdn.sofifa.org/players/4/19/224134.png"
188038,"O. ?el?stka",29,67,575000,6000,"Czech Republic","https://cdn.sofifa.org/players/4/19/188038.png"
143751,"F. ?ztorun",31,67,5e+05,6000,"Turkey","https://cdn.sofifa.org/players/4/19/143751.png"
219527,"C. Mafla",25,67,825000,2000,"Colombia","https://cdn.sofifa.org/players/4/19/219527.png"
231815,"I. Ochoa",21,67,975000,6000,"Mexico","https://cdn.sofifa.org/players/4/19/231815.png"
234119,"Lucas Fernandes",20,67,1500000,3000,"Brazil","https://cdn.sofifa.org/players/4/19/234119.png"
243591,"Fernando Andrade",25,67,1e+06,2000,"Brazil","https://cdn.sofifa.org/players/4/19/243591.png"
186503,"T. Breukers",30,67,550000,3000,"Netherlands","https://cdn.sofifa.org/players/4/19/186503.png"
191111,"E. Salomonsson",29,67,575000,2000,"Sweden","https://cdn.sofifa.org/players/4/19/191111.png"
201352,"A. Iacobucci",27,67,6e+05,4000,"Italy","https://cdn.sofifa.org/players/4/19/201352.png"
204424,"P. Izzo",23,67,725000,1000,"Australia","https://cdn.sofifa.org/players/4/19/204424.png"
238984,"M. Farrona Pulido",25,67,925000,2000,"Germany","https://cdn.sofifa.org/players/4/19/238984.png"
241032,"S. Diarra",23,67,1e+06,3000,"Mali","https://cdn.sofifa.org/players/4/19/241032.png"
236169,"Frederico Rendel",30,67,725000,9000,"Brazil","https://cdn.sofifa.org/players/4/19/236169.png"
189833,"R. Tait",28,67,6e+05,3000,"Scotland","https://cdn.sofifa.org/players/4/19/189833.png"
144010,"Y. Kurtulu?",32,67,450000,6000,"Turkey","https://cdn.sofifa.org/players/4/19/144010.png"
211850,"M. Starke",27,67,9e+05,1000,"Namibia","https://cdn.sofifa.org/players/4/19/211850.png"
213642,"J. Wilson",22,67,1100000,29000,"England","https://cdn.sofifa.org/players/4/19/213642.png"
223114,"E. Tozlu",27,67,8e+05,5000,"Turkey","https://cdn.sofifa.org/players/4/19/223114.png"
171402,"Javi Flores",32,67,575000,3000,"Spain","https://cdn.sofifa.org/players/4/19/171402.png"
195722,"R. Cereceda",33,67,290000,3000,"Chile","https://cdn.sofifa.org/players/4/19/195722.png"
203915,"E. Padella",29,67,6e+05,2000,"Italy","https://cdn.sofifa.org/players/4/19/203915.png"
221323,"J. Ongu?n?",20,67,1500000,8000,"Cameroon","https://cdn.sofifa.org/players/4/19/221323.png"
224395,"B. Bahn",25,67,925000,2000,"Germany","https://cdn.sofifa.org/players/4/19/224395.png"
232843,"D. Prokop",21,67,1300000,5000,"Austria","https://cdn.sofifa.org/players/4/19/232843.png"
234891,"N. Seufert",21,67,1300000,4000,"Germany","https://cdn.sofifa.org/players/4/19/234891.png"
239755,"S. Lobjanidze",23,67,1100000,4000,"Georgia","https://cdn.sofifa.org/players/4/19/239755.png"
224140,"J. Mi?o",30,67,575000,1000,"Argentina","https://cdn.sofifa.org/players/4/19/224140.png"
238988,"M. Ullmann",22,67,1e+06,3000,"Austria","https://cdn.sofifa.org/players/4/19/238988.png"
177804,"M. Mandorlini",29,67,725000,2000,"Italy","https://cdn.sofifa.org/players/4/19/177804.png"
220045,"C. Mahoney",21,67,1200000,14000,"England","https://cdn.sofifa.org/players/4/19/220045.png"
223117,"J. Fortes",29,67,575000,3000,"Cape Verde","https://cdn.sofifa.org/players/4/19/223117.png"
234893,"G. Mastinu",26,67,9e+05,2000,"Italy","https://cdn.sofifa.org/players/4/19/234893.png"
236173,"Alex Doneiro",30,67,725000,11000,"Brazil","https://cdn.sofifa.org/players/4/19/236173.png"
213646,"Miguel Oliveira",24,67,7e+05,2000,"Portugal","https://cdn.sofifa.org/players/4/19/213646.png"
220558,"J. von Haacke",24,67,975000,6000,"Germany","https://cdn.sofifa.org/players/4/19/220558.png"
227982,"Jang Yun Ho",21,67,1100000,3000,"Korea Republic","https://cdn.sofifa.org/players/4/19/227982.png"
238222,"F. Beijmo",20,67,1200000,6000,"Sweden","https://cdn.sofifa.org/players/4/19/238222.png"
177294,"D. Furman",30,67,0,0,"South Africa","https://cdn.sofifa.org/players/4/19/177294.png"
200592,"Park Jong Woo",29,67,725000,3000,"Korea Republic","https://cdn.sofifa.org/players/4/19/200592.png"
221328,"E. Lieftink",24,67,1e+06,3000,"Netherlands","https://cdn.sofifa.org/players/4/19/221328.png"
224144,"Diego Aguirre",27,67,8e+05,4000,"Spain","https://cdn.sofifa.org/players/4/19/224144.png"
230288,"Gustavo Pastinho",26,67,825000,10000,"Brazil","https://cdn.sofifa.org/players/4/19/230288.png"
230800,"R. Manaj",21,67,1300000,14000,"Albania","https://cdn.sofifa.org/players/4/19/230800.png"
235152,"F. Kadioglu",18,67,1300000,9000,"Netherlands","https://cdn.sofifa.org/players/4/19/235152.png"
244624,"Alex L?pez",21,67,1100000,6000,"Spain","https://cdn.sofifa.org/players/4/19/244624.png"
179856,"D. Perkins",36,67,240000,2000,"England","https://cdn.sofifa.org/players/4/19/179856.png"
201873,"J. Bendik",29,67,625000,2000,"United States","https://cdn.sofifa.org/players/4/19/201873.png"
214929,"Varela",23,67,9e+05,2000,"Spain","https://cdn.sofifa.org/players/4/19/214929.png"
239249,"Oriol Busquets",19,67,1500000,14000,"Spain","https://cdn.sofifa.org/players/4/19/239249.png"
244625,"Pipa",20,67,975000,6000,"Spain","https://cdn.sofifa.org/players/4/19/244625.png"
201362,"Pardo",30,67,575000,3000,"Spain","https://cdn.sofifa.org/players/4/19/201362.png"
208018,"T. Lam",24,67,825000,3000,"Finland","https://cdn.sofifa.org/players/4/19/208018.png"
229266,"J. Rodon",20,67,1e+06,6000,"Wales","https://cdn.sofifa.org/players/4/19/229266.png"
239250,"Abel Ruiz",18,67,1600000,21000,"Spain","https://cdn.sofifa.org/players/4/19/239250.png"
201875,"J. Attinella",29,67,6e+05,2000,"United States","https://cdn.sofifa.org/players/4/19/201875.png"
207763,"A. Mendoza",24,67,825000,6000,"Mexico","https://cdn.sofifa.org/players/4/19/207763.png"
215443,"P. Zinckernagel",23,67,1e+06,2000,"Denmark","https://cdn.sofifa.org/players/4/19/215443.png"
223123,"E. G?ral",29,67,750000,5000,"Turkey","https://cdn.sofifa.org/players/4/19/223123.png"
232595,"Ko Seung Beom",24,67,1e+06,3000,"Korea Republic","https://cdn.sofifa.org/players/4/19/232595.png"
239763,"E. Zhegrova",19,67,1400000,3000,"Kosovo","https://cdn.sofifa.org/players/4/19/239763.png"
201621,"B. Bar?th",26,67,0,0,"Hungary","https://cdn.sofifa.org/players/4/19/201621.png"
215701,"E. Bakker",28,67,750000,3000,"Netherlands","https://cdn.sofifa.org/players/4/19/215701.png"
216981,"G. Kastaneer",22,67,1200000,3000,"Curacao","https://cdn.sofifa.org/players/4/19/216981.png"
224149,"R. Rubin",22,67,1100000,7000,"United States","https://cdn.sofifa.org/players/4/19/224149.png"
227477,"F. Altamirano",22,67,1100000,3000,"Argentina","https://cdn.sofifa.org/players/4/19/227477.png"
228245,"M. Wanitzek",25,67,950000,3000,"Germany","https://cdn.sofifa.org/players/4/19/228245.png"
232597,"H. Fujiharu",29,67,575000,4000,"Japan","https://cdn.sofifa.org/players/4/19/232597.png"
237461,"C. Colm?n",24,67,1100000,3000,"Paraguay","https://cdn.sofifa.org/players/4/19/237461.png"
237973,"K. Kuchaev",20,67,1200000,1000,"Russia","https://cdn.sofifa.org/players/4/19/237973.png"
241301,"J. Shonga",21,67,1100000,1000,"Zambia","https://cdn.sofifa.org/players/4/19/241301.png"
189077,"S. Sararer",28,67,775000,3000,"Turkey","https://cdn.sofifa.org/players/4/19/189077.png"
212118,"M. Grimes",22,67,1e+06,8000,"England","https://cdn.sofifa.org/players/4/19/212118.png"
213654,"G. Kamara",22,67,1100000,3000,"Finland","https://cdn.sofifa.org/players/4/19/213654.png"
224150,"J. Salas",24,67,975000,7000,"Mexico","https://cdn.sofifa.org/players/4/19/224150.png"
231318,"R. Perraud",20,67,1200000,7000,"France","https://cdn.sofifa.org/players/4/19/231318.png"
200855,"G. Baldock",25,67,8e+05,4000,"England","https://cdn.sofifa.org/players/4/19/200855.png"
232599,"Y. Nakayama",21,67,925000,3000,"Japan","https://cdn.sofifa.org/players/4/19/232599.png"
240023,"P. Eler",27,67,9e+05,3000,"Slovenia","https://cdn.sofifa.org/players/4/19/240023.png"
176023,"Nano",33,67,290000,3000,"Spain","https://cdn.sofifa.org/players/4/19/176023.png"
242327,"X. Mlambo",27,67,850000,1000,"South Africa","https://cdn.sofifa.org/players/4/19/242327.png"
244375,"O. Andrievskyi",24,67,925000,1000,"Ukraine","https://cdn.sofifa.org/players/4/19/244375.png"
184471,"A. Judge",29,67,750000,16000,"Republic of Ireland","https://cdn.sofifa.org/players/4/19/184471.png"
198040,"E. Alvarado",29,67,525000,8000,"Costa Rica","https://cdn.sofifa.org/players/4/19/198040.png"
209816,"Buatu",24,67,875000,3000,"Angola","https://cdn.sofifa.org/players/4/19/209816.png"
239768,"A. Czerwi?ski",25,67,8e+05,2000,"Poland","https://cdn.sofifa.org/players/4/19/239768.png"
186776,"V. Sarno",30,67,725000,2000,"Italy","https://cdn.sofifa.org/players/4/19/186776.png"
205465,"M. Pu?i?",30,67,725000,8000,"Austria","https://cdn.sofifa.org/players/4/19/205465.png"
206489,"E. Fryers",25,67,8e+05,4000,"England","https://cdn.sofifa.org/players/4/19/206489.png"
207769,"P. Caballero",32,67,6e+05,4000,"Argentina","https://cdn.sofifa.org/players/4/19/207769.png"
156313,"A. El-Abd",33,67,3e+05,3000,"Egypt","https://cdn.sofifa.org/players/4/19/156313.png"
224665,"K. Wojtkowski",20,67,1700000,2000,"Poland","https://cdn.sofifa.org/players/4/19/224665.png"
238489,"T. Boss",25,67,750000,5000,"Germany","https://cdn.sofifa.org/players/4/19/238489.png"
239513,"J. Earl",19,67,1100000,2000,"England","https://cdn.sofifa.org/players/4/19/239513.png"
144282,"S. ?zkan",31,67,675000,6000,"Turkey","https://cdn.sofifa.org/players/4/19/144282.png"
219546,"J. Murillo",24,67,9e+05,1000,"Colombia","https://cdn.sofifa.org/players/4/19/219546.png"
214684,"S. Jaime",31,67,675000,2000,"Argentina","https://cdn.sofifa.org/players/4/19/214684.png"
225692,"M. Bader",21,67,975000,5000,"Germany","https://cdn.sofifa.org/players/4/19/225692.png"
227740,"D. Arboleda",23,67,1100000,1000,"Colombia","https://cdn.sofifa.org/players/4/19/227740.png"
233372,"B. Merlini",22,67,1200000,6000,"Argentina","https://cdn.sofifa.org/players/4/19/233372.png"
204445,"M. Smith",29,67,575000,3000,"Northern Ireland","https://cdn.sofifa.org/players/4/19/204445.png"
219293,"M. Helik",22,67,875000,2000,"Poland","https://cdn.sofifa.org/players/4/19/219293.png"
229277,"J. F?hrenbach",22,67,875000,6000,"Germany","https://cdn.sofifa.org/players/4/19/229277.png"
232861,"K. Mizunuma",28,67,775000,3000,"Japan","https://cdn.sofifa.org/players/4/19/232861.png"
178589,"S. Jamieson",29,67,575000,4000,"Australia","https://cdn.sofifa.org/players/4/19/178589.png"
194717,"R. Grange",29,67,750000,5000,"France","https://cdn.sofifa.org/players/4/19/194717.png"
211870,"D. Nazarov",28,67,8e+05,4000,"Azerbaijan","https://cdn.sofifa.org/players/4/19/211870.png"
214175,"C. Robles",26,67,825000,2000,"Colombia","https://cdn.sofifa.org/players/4/19/214175.png"
223135,"M. Akba?",28,67,625000,10000,"Turkey","https://cdn.sofifa.org/players/4/19/223135.png"
234399,"J. Eggestein",20,67,1700000,7000,"Germany","https://cdn.sofifa.org/players/4/19/234399.png"
198816,"P. Bouby",34,67,230000,2000,"France","https://cdn.sofifa.org/players/4/19/198816.png"
201888,"V. Berisha",24,67,975000,6000,"Norway","https://cdn.sofifa.org/players/4/19/201888.png"
205216,"S?rgio Marakis",26,67,775000,4000,"Portugal","https://cdn.sofifa.org/players/4/19/205216.png"
220832,"N. Rubio",23,67,1200000,1000,"Colombia","https://cdn.sofifa.org/players/4/19/220832.png"
228768,"Xande Silva",21,67,1300000,18000,"Portugal","https://cdn.sofifa.org/players/4/19/228768.png"
236192,"Claudio Silbeiro",34,67,4e+05,6000,"Brazil","https://cdn.sofifa.org/players/4/19/236192.png"
204449,"S. Marzo",27,67,625000,5000,"Belgium","https://cdn.sofifa.org/players/4/19/204449.png"
214689,"G. Villagra",36,67,240000,1000,"Chile","https://cdn.sofifa.org/players/4/19/214689.png"
221601,"Carlos Abad",23,67,950000,2000,"Spain","https://cdn.sofifa.org/players/4/19/221601.png"
231841,"M. Pr?vot",21,67,1100000,1000,"France","https://cdn.sofifa.org/players/4/19/231841.png"
167841,"C. Maguire",29,67,750000,5000,"Scotland","https://cdn.sofifa.org/players/4/19/167841.png"
243617,"F. Serrarens",27,67,9e+05,4000,"Netherlands","https://cdn.sofifa.org/players/4/19/243617.png"
203426,"K. L?kberg",26,67,925000,2000,"Norway","https://cdn.sofifa.org/players/4/19/203426.png"
211874,"S. Scherder",25,67,775000,2000,"Germany","https://cdn.sofifa.org/players/4/19/211874.png"
236194,"Venanzio Meir?s",30,67,725000,6000,"Brazil","https://cdn.sofifa.org/players/4/19/236194.png"
240290,"Jo?o Pedro",25,67,975000,10000,"Brazil","https://cdn.sofifa.org/players/4/19/240290.png"
193442,"L. Duarte",27,67,775000,3000,"Netherlands","https://cdn.sofifa.org/players/4/19/193442.png"
202915,"Quintanilla",27,67,750000,3000,"Spain","https://cdn.sofifa.org/players/4/19/202915.png"
214435,"E. Carvajal",29,67,6e+05,2000,"Chile","https://cdn.sofifa.org/players/4/19/214435.png"
216483,"T. Fosu",22,67,1100000,4000,"England","https://cdn.sofifa.org/players/4/19/216483.png"
